Base Decision Tree Model

9531, pred: pos, actual: neg BAD
11024, pred: pos, actual: neg BAD
11025, pred: neg, actual: neg GOOD
11026, pred: neg, actual: neg GOOD
11027, pred: pos, actual: neg BAD
11028, pred: pos, actual: pos GOOD
11029, pred: pos, actual: pos GOOD
11030, pred: pos, actual: pos GOOD
11031, pred: neg, actual: pos BAD
11032, pred: pos, actual: pos GOOD
11033, pred: pos, actual: neg BAD
11034, pred: neg, actual: neg GOOD
11035, pred: pos, actual: pos GOOD
11036, pred: neg, actual: neg GOOD
11037, pred: neg, actual: neg GOOD
11038, pred: neg, actual: pos BAD
11039, pred: pos, actual: pos GOOD
11040, pred: pos, actual: pos GOOD
11041, pred: pos, actual: neg BAD
11042, pred: pos, actual: neg BAD
11043, pred: neg, actual: neg GOOD
11044, pred: neg, actual: neg GOOD
11045, pred: pos, actual: pos GOOD
11046, pred: pos, actual: pos GOOD
11047, pred: neg, actual: neg GOOD
11048, pred: neg, actual: pos BAD
11049, pred: neg, actual: pos BAD
11050, pred: pos, actual: neg BAD
11051, pred: neg, actual: neg GOOD
11052, pred: pos, actual: pos GOOD
11053, pred: pos, actual: pos GOOD
11054, pred: neg, actual: pos BAD
11055, pred: neg, actual: neg GOOD
11056, pred: neg, actual: pos BAD
11057, pred: pos, actual: pos GOOD
11058, pred: pos, actual: pos GOOD
11059, pred: neg, actual: neg GOOD
11060, pred: pos, actual: pos GOOD
11061, pred: pos, actual: pos GOOD
11062, pred: neg, actual: pos BAD
11063, pred: neg, actual: pos BAD
11064, pred: pos, actual: pos GOOD
11065, pred: neg, actual: neg GOOD
11066, pred: pos, actual: pos GOOD
11067, pred: pos, actual: neg BAD
11068, pred: neg, actual: neg GOOD
11069, pred: neg, actual: neg GOOD
11070, pred: neg, actual: neg GOOD
11071, pred: neg, actual: neg GOOD
11072, pred: neg, actual: neg GOOD
11073, pred: pos, actual: pos GOOD
11074, pred: neg, actual: neg GOOD
11075, pred: pos, actual: pos GOOD
11076, pred: pos, actual: pos GOOD
11077, pred: neg, actual: pos BAD
11078, pred: pos, actual: neg BAD
11079, pred: pos, actual: pos GOOD
11080, pred: neg, actual: pos BAD
11081, pred: pos, actual: neg BAD
11082, pred: neg, actual: pos BAD
11083, pred: pos, actual: pos GOOD
11084, pred: neg, actual: pos BAD
11085, pred: neg, actual: pos BAD
11086, pred: pos, actual: pos GOOD
11087, pred: pos, actual: neg BAD
11088, pred: neg, actual: pos BAD
11089, pred: pos, actual: neg BAD
11090, pred: pos, actual: neg BAD
11091, pred: pos, actual: neg BAD
11092, pred: neg, actual: pos BAD
11093, pred: neg, actual: neg GOOD
11094, pred: pos, actual: pos GOOD
11095, pred: pos, actual: neg BAD
11096, pred: neg, actual: neg GOOD
11097, pred: neg, actual: neg GOOD
11098, pred: pos, actual: pos GOOD
11099, pred: pos, actual: pos GOOD
11100, pred: pos, actual: pos GOOD
11101, pred: neg, actual: neg GOOD
11102, pred: neg, actual: pos BAD
11103, pred: pos, actual: neg BAD
11104, pred: pos, actual: pos GOOD
11105, pred: pos, actual: pos GOOD
11106, pred: pos, actual: pos GOOD
11107, pred: neg, actual: pos BAD
11108, pred: pos, actual: neg BAD
11109, pred: pos, actual: pos GOOD
11110, pred: pos, actual: pos GOOD
11111, pred: neg, actual: pos BAD
11112, pred: neg, actual: neg GOOD
11113, pred: pos, actual: neg BAD
11114, pred: pos, actual: neg BAD
11115, pred: neg, actual: pos BAD
11116, pred: neg, actual: neg GOOD
11117, pred: pos, actual: pos GOOD
11118, pred: pos, actual: pos GOOD
11119, pred: pos, actual: neg BAD
11120, pred: pos, actual: neg BAD
11121, pred: neg, actual: neg GOOD
11122, pred: pos, actual: pos GOOD
11123, pred: pos, actual: neg BAD
11124, pred: neg, actual: neg GOOD
11125, pred: pos, actual: neg BAD
11126, pred: pos, actual: pos GOOD
11127, pred: neg, actual: neg GOOD
11128, pred: neg, actual: neg GOOD
11129, pred: neg, actual: neg GOOD
11130, pred: neg, actual: neg GOOD
11131, pred: neg, actual: neg GOOD
11132, pred: neg, actual: neg GOOD
11133, pred: pos, actual: pos GOOD
11134, pred: pos, actual: pos GOOD
11135, pred: neg, actual: neg GOOD
11136, pred: pos, actual: pos GOOD
11137, pred: neg, actual: neg GOOD
11138, pred: neg, actual: neg GOOD
11139, pred: pos, actual: neg BAD
11140, pred: neg, actual: neg GOOD
11141, pred: neg, actual: neg GOOD
11142, pred: neg, actual: pos BAD
11143, pred: neg, actual: neg GOOD
11144, pred: neg, actual: pos BAD
11145, pred: pos, actual: pos GOOD
11146, pred: pos, actual: pos GOOD
11147, pred: pos, actual: pos GOOD
11148, pred: pos, actual: pos GOOD
11149, pred: pos, actual: pos GOOD
11150, pred: neg, actual: neg GOOD
11151, pred: neg, actual: neg GOOD
11152, pred: pos, actual: pos GOOD
11153, pred: pos, actual: pos GOOD
11154, pred: neg, actual: neg GOOD
11155, pred: neg, actual: pos BAD
11156, pred: pos, actual: pos GOOD
11157, pred: neg, actual: pos BAD
11158, pred: neg, actual: pos BAD
11159, pred: pos, actual: pos GOOD
11160, pred: neg, actual: neg GOOD
11161, pred: neg, actual: neg GOOD
11162, pred: neg, actual: neg GOOD
11163, pred: pos, actual: neg BAD
11164, pred: pos, actual: pos GOOD
11165, pred: neg, actual: neg GOOD
11166, pred: neg, actual: pos BAD
11167, pred: pos, actual: neg BAD
11168, pred: pos, actual: pos GOOD
11169, pred: neg, actual: neg GOOD
11170, pred: neg, actual: neg GOOD
11171, pred: neg, actual: neg GOOD
11172, pred: pos, actual: pos GOOD
11173, pred: pos, actual: pos GOOD
11174, pred: neg, actual: pos BAD
11175, pred: neg, actual: neg GOOD
11176, pred: neg, actual: neg GOOD
11177, pred: neg, actual: neg GOOD
11178, pred: neg, actual: neg GOOD
11179, pred: neg, actual: neg GOOD
11180, pred: pos, actual: pos GOOD
11181, pred: neg, actual: pos BAD
11182, pred: neg, actual: neg GOOD
11183, pred: pos, actual: neg BAD
11184, pred: neg, actual: neg GOOD
11185, pred: pos, actual: pos GOOD
11186, pred: pos, actual: pos GOOD
11187, pred: neg, actual: neg GOOD
11188, pred: pos, actual: pos GOOD
11189, pred: pos, actual: pos GOOD
11190, pred: pos, actual: pos GOOD
11191, pred: neg, actual: neg GOOD
11192, pred: pos, actual: pos GOOD
11193, pred: pos, actual: neg BAD
11194, pred: pos, actual: pos GOOD
11195, pred: pos, actual: pos GOOD
11196, pred: pos, actual: neg BAD
11197, pred: neg, actual: neg GOOD
11198, pred: neg, actual: pos BAD
11199, pred: neg, actual: neg GOOD
11200, pred: neg, actual: neg GOOD
11201, pred: neg, actual: neg GOOD
11202, pred: pos, actual: pos GOOD
11203, pred: neg, actual: neg GOOD
11204, pred: pos, actual: pos GOOD
11205, pred: neg, actual: neg GOOD
11206, pred: neg, actual: pos BAD
11207, pred: pos, actual: pos GOOD
11208, pred: pos, actual: neg BAD
11209, pred: pos, actual: pos GOOD
11210, pred: pos, actual: neg BAD
11211, pred: neg, actual: neg GOOD
11212, pred: neg, actual: pos BAD
11213, pred: neg, actual: neg GOOD
11214, pred: neg, actual: neg GOOD
11215, pred: pos, actual: neg BAD
11216, pred: pos, actual: neg BAD
11217, pred: pos, actual: neg BAD
11218, pred: neg, actual: neg GOOD
11219, pred: pos, actual: neg BAD
11220, pred: pos, actual: pos GOOD
11221, pred: neg, actual: neg GOOD
11222, pred: pos, actual: pos GOOD
11223, pred: pos, actual: pos GOOD
11224, pred: pos, actual: pos GOOD
11225, pred: pos, actual: pos GOOD
11226, pred: pos, actual: pos GOOD
11227, pred: neg, actual: pos BAD
11228, pred: pos, actual: pos GOOD
11229, pred: neg, actual: pos BAD
11230, pred: neg, actual: pos BAD
11231, pred: pos, actual: pos GOOD
11232, pred: neg, actual: neg GOOD
11233, pred: neg, actual: neg GOOD
11234, pred: neg, actual: neg GOOD
11235, pred: neg, actual: neg GOOD
11236, pred: pos, actual: pos GOOD
11237, pred: neg, actual: neg GOOD
11238, pred: pos, actual: pos GOOD
11239, pred: pos, actual: pos GOOD
11240, pred: pos, actual: neg BAD
11241, pred: pos, actual: neg BAD
11242, pred: pos, actual: pos GOOD
11243, pred: pos, actual: pos GOOD
11244, pred: neg, actual: neg GOOD
11245, pred: pos, actual: pos GOOD
11246, pred: pos, actual: pos GOOD
11247, pred: pos, actual: neg BAD
11248, pred: pos, actual: pos GOOD
11249, pred: pos, actual: pos GOOD
11250, pred: pos, actual: pos GOOD
11251, pred: pos, actual: pos GOOD
11252, pred: pos, actual: pos GOOD
11253, pred: neg, actual: neg GOOD
11254, pred: neg, actual: neg GOOD
11255, pred: pos, actual: neg BAD
11256, pred: pos, actual: pos GOOD
11257, pred: neg, actual: neg GOOD
11258, pred: neg, actual: pos BAD
11259, pred: neg, actual: neg GOOD
11260, pred: pos, actual: pos GOOD
11261, pred: pos, actual: pos GOOD
11262, pred: neg, actual: neg GOOD
11263, pred: pos, actual: pos GOOD
11264, pred: pos, actual: neg BAD
11265, pred: pos, actual: neg BAD
11266, pred: pos, actual: neg BAD
11267, pred: neg, actual: neg GOOD
11268, pred: pos, actual: pos GOOD
11269, pred: neg, actual: pos BAD
11270, pred: neg, actual: neg GOOD
11271, pred: neg, actual: pos BAD
11272, pred: pos, actual: neg BAD
11273, pred: pos, actual: neg BAD
11274, pred: neg, actual: neg GOOD
11275, pred: neg, actual: pos BAD
11276, pred: neg, actual: neg GOOD
11277, pred: neg, actual: neg GOOD
11278, pred: pos, actual: pos GOOD
11279, pred: neg, actual: neg GOOD
11280, pred: pos, actual: pos GOOD
11281, pred: neg, actual: neg GOOD
11282, pred: pos, actual: pos GOOD
11283, pred: pos, actual: pos GOOD
11284, pred: pos, actual: neg BAD
11285, pred: pos, actual: pos GOOD
11286, pred: neg, actual: neg GOOD
11287, pred: pos, actual: pos GOOD
11288, pred: neg, actual: neg GOOD
11289, pred: neg, actual: neg GOOD
11290, pred: pos, actual: neg BAD
11291, pred: neg, actual: neg GOOD
11292, pred: pos, actual: neg BAD
11293, pred: pos, actual: neg BAD
11294, pred: pos, actual: pos GOOD
11295, pred: pos, actual: neg BAD
11296, pred: pos, actual: pos GOOD
11297, pred: pos, actual: pos GOOD
11298, pred: pos, actual: pos GOOD
11299, pred: neg, actual: pos BAD
11300, pred: pos, actual: pos GOOD
11301, pred: neg, actual: neg GOOD
11302, pred: neg, actual: neg GOOD
11303, pred: pos, actual: pos GOOD
11304, pred: neg, actual: neg GOOD
11305, pred: neg, actual: neg GOOD
11306, pred: pos, actual: neg BAD
11307, pred: neg, actual: pos BAD
11308, pred: pos, actual: pos GOOD
11309, pred: neg, actual: pos BAD
11310, pred: neg, actual: pos BAD
11311, pred: neg, actual: pos BAD
11312, pred: neg, actual: neg GOOD
11313, pred: neg, actual: neg GOOD
11314, pred: neg, actual: neg GOOD
11315, pred: pos, actual: pos GOOD
11316, pred: pos, actual: neg BAD
11317, pred: pos, actual: pos GOOD
11318, pred: neg, actual: neg GOOD
11319, pred: pos, actual: pos GOOD
11320, pred: pos, actual: pos GOOD
11321, pred: pos, actual: neg BAD
11322, pred: neg, actual: neg GOOD
11323, pred: neg, actual: pos BAD
11324, pred: neg, actual: neg GOOD
11325, pred: neg, actual: pos BAD
11326, pred: neg, actual: pos BAD
11327, pred: pos, actual: neg BAD
11328, pred: pos, actual: pos GOOD
11329, pred: pos, actual: pos GOOD
11330, pred: neg, actual: neg GOOD
11331, pred: pos, actual: pos GOOD
11332, pred: pos, actual: pos GOOD
11333, pred: pos, actual: pos GOOD
11334, pred: pos, actual: pos GOOD
11335, pred: pos, actual: pos GOOD
11336, pred: neg, actual: neg GOOD
11337, pred: pos, actual: neg BAD
11338, pred: neg, actual: neg GOOD
11339, pred: neg, actual: neg GOOD
11340, pred: pos, actual: pos GOOD
11341, pred: neg, actual: neg GOOD
11342, pred: neg, actual: pos BAD
11343, pred: pos, actual: neg BAD
11344, pred: neg, actual: pos BAD
11345, pred: neg, actual: neg GOOD
11346, pred: neg, actual: neg GOOD
11347, pred: neg, actual: neg GOOD
11348, pred: pos, actual: pos GOOD
11349, pred: neg, actual: neg GOOD
11350, pred: pos, actual: neg BAD
11351, pred: neg, actual: pos BAD
11352, pred: neg, actual: neg GOOD
11353, pred: neg, actual: neg GOOD
11354, pred: neg, actual: neg GOOD
11355, pred: neg, actual: neg GOOD
11356, pred: pos, actual: pos GOOD
11357, pred: neg, actual: neg GOOD
11358, pred: pos, actual: neg BAD
11359, pred: neg, actual: neg GOOD
11360, pred: pos, actual: pos GOOD
11361, pred: neg, actual: neg GOOD
11362, pred: pos, actual: neg BAD
11363, pred: neg, actual: pos BAD
11364, pred: pos, actual: pos GOOD
11365, pred: neg, actual: pos BAD
11366, pred: pos, actual: pos GOOD
11367, pred: neg, actual: neg GOOD
11368, pred: neg, actual: pos BAD
11369, pred: pos, actual: pos GOOD
11370, pred: neg, actual: neg GOOD
11371, pred: pos, actual: neg BAD
11372, pred: pos, actual: pos GOOD
11373, pred: pos, actual: pos GOOD
11374, pred: neg, actual: pos BAD
11375, pred: pos, actual: neg BAD
11376, pred: neg, actual: pos BAD
11377, pred: pos, actual: neg BAD
11378, pred: pos, actual: pos GOOD
11379, pred: pos, actual: neg BAD
11380, pred: neg, actual: neg GOOD
11381, pred: neg, actual: neg GOOD
11382, pred: neg, actual: pos BAD
11383, pred: neg, actual: neg GOOD
11384, pred: neg, actual: neg GOOD
11385, pred: pos, actual: pos GOOD
11386, pred: neg, actual: pos BAD
11387, pred: pos, actual: neg BAD
11388, pred: pos, actual: pos GOOD
11389, pred: neg, actual: neg GOOD
11390, pred: neg, actual: neg GOOD
11391, pred: pos, actual: pos GOOD
11392, pred: pos, actual: pos GOOD
11393, pred: neg, actual: neg GOOD
11394, pred: neg, actual: neg GOOD
11395, pred: neg, actual: neg GOOD
11396, pred: pos, actual: neg BAD
11397, pred: neg, actual: neg GOOD
11398, pred: pos, actual: pos GOOD
11399, pred: pos, actual: pos GOOD
11400, pred: pos, actual: neg BAD
11401, pred: pos, actual: pos GOOD
11402, pred: pos, actual: neg BAD
11403, pred: neg, actual: neg GOOD
11404, pred: neg, actual: neg GOOD
11405, pred: pos, actual: neg BAD
11406, pred: neg, actual: neg GOOD
11407, pred: neg, actual: neg GOOD
11408, pred: pos, actual: pos GOOD
11409, pred: pos, actual: neg BAD
11410, pred: pos, actual: pos GOOD
11411, pred: neg, actual: neg GOOD
11412, pred: pos, actual: neg BAD
11413, pred: pos, actual: pos GOOD
11414, pred: pos, actual: neg BAD
11415, pred: neg, actual: neg GOOD
11416, pred: pos, actual: pos GOOD
11417, pred: neg, actual: pos BAD
11418, pred: neg, actual: neg GOOD
11419, pred: pos, actual: pos GOOD
11420, pred: pos, actual: neg BAD
11421, pred: pos, actual: pos GOOD
11422, pred: neg, actual: neg GOOD
11423, pred: neg, actual: neg GOOD
11424, pred: pos, actual: pos GOOD
11425, pred: neg, actual: neg GOOD
11426, pred: neg, actual: neg GOOD
11427, pred: pos, actual: pos GOOD
11428, pred: neg, actual: neg GOOD
11429, pred: neg, actual: neg GOOD
11430, pred: pos, actual: neg BAD
11431, pred: pos, actual: pos GOOD
11432, pred: pos, actual: pos GOOD
11433, pred: neg, actual: neg GOOD
11434, pred: neg, actual: neg GOOD
11435, pred: pos, actual: neg BAD
11436, pred: neg, actual: pos BAD
11437, pred: pos, actual: pos GOOD
11438, pred: neg, actual: neg GOOD
11439, pred: pos, actual: neg BAD
11440, pred: neg, actual: neg GOOD
11441, pred: neg, actual: neg GOOD
11442, pred: pos, actual: neg BAD
11443, pred: neg, actual: pos BAD
11444, pred: neg, actual: neg GOOD
11445, pred: pos, actual: pos GOOD
11446, pred: pos, actual: pos GOOD
11447, pred: pos, actual: pos GOOD
11448, pred: neg, actual: neg GOOD
11449, pred: neg, actual: neg GOOD
11450, pred: neg, actual: neg GOOD
11451, pred: pos, actual: neg BAD
11452, pred: pos, actual: pos GOOD
11453, pred: pos, actual: neg BAD
11454, pred: pos, actual: neg BAD
11455, pred: neg, actual: neg GOOD
11456, pred: pos, actual: pos GOOD
11457, pred: pos, actual: neg BAD
11458, pred: neg, actual: neg GOOD
11459, pred: pos, actual: pos GOOD
11460, pred: pos, actual: pos GOOD
11461, pred: neg, actual: pos BAD
11462, pred: neg, actual: pos BAD
11463, pred: pos, actual: neg BAD
11464, pred: pos, actual: neg BAD
11465, pred: pos, actual: pos GOOD
11466, pred: neg, actual: pos BAD
11467, pred: pos, actual: pos GOOD
11468, pred: pos, actual: pos GOOD
11469, pred: neg, actual: neg GOOD
11470, pred: neg, actual: neg GOOD
11471, pred: neg, actual: pos BAD
11472, pred: pos, actual: neg BAD
11473, pred: neg, actual: pos BAD
11474, pred: neg, actual: neg GOOD
11475, pred: neg, actual: neg GOOD
11476, pred: pos, actual: neg BAD
11477, pred: neg, actual: neg GOOD
11478, pred: neg, actual: neg GOOD
11479, pred: pos, actual: pos GOOD
11480, pred: neg, actual: pos BAD
11481, pred: pos, actual: neg BAD
11482, pred: pos, actual: pos GOOD
11483, pred: pos, actual: neg BAD
11484, pred: neg, actual: neg GOOD
11485, pred: pos, actual: pos GOOD
11486, pred: pos, actual: pos GOOD
11487, pred: pos, actual: neg BAD
11488, pred: neg, actual: pos BAD
11489, pred: pos, actual: pos GOOD
11490, pred: neg, actual: neg GOOD
11491, pred: neg, actual: neg GOOD
11492, pred: neg, actual: neg GOOD
11493, pred: neg, actual: neg GOOD
11494, pred: pos, actual: neg BAD
11495, pred: pos, actual: pos GOOD
11496, pred: neg, actual: neg GOOD
11497, pred: pos, actual: pos GOOD
11498, pred: neg, actual: neg GOOD
11499, pred: pos, actual: pos GOOD
11500, pred: neg, actual: neg GOOD
11501, pred: neg, actual: neg GOOD
11502, pred: neg, actual: neg GOOD
11503, pred: pos, actual: neg BAD
11504, pred: pos, actual: neg BAD
11505, pred: neg, actual: neg GOOD
11506, pred: pos, actual: neg BAD
11507, pred: pos, actual: neg BAD
11508, pred: neg, actual: neg GOOD
11509, pred: pos, actual: pos GOOD
11510, pred: neg, actual: pos BAD
11511, pred: neg, actual: neg GOOD
11512, pred: pos, actual: neg BAD
11513, pred: neg, actual: neg GOOD
11514, pred: pos, actual: neg BAD
11515, pred: neg, actual: neg GOOD
11516, pred: neg, actual: pos BAD
11517, pred: pos, actual: pos GOOD
11518, pred: neg, actual: neg GOOD
11519, pred: neg, actual: neg GOOD
11520, pred: neg, actual: neg GOOD
11521, pred: neg, actual: neg GOOD
11522, pred: pos, actual: neg BAD
11523, pred: pos, actual: pos GOOD
11524, pred: neg, actual: neg GOOD
11525, pred: pos, actual: pos GOOD
11526, pred: pos, actual: pos GOOD
11527, pred: pos, actual: neg BAD
11528, pred: pos, actual: neg BAD
11529, pred: pos, actual: neg BAD
11530, pred: pos, actual: neg BAD
11531, pred: pos, actual: pos GOOD
11532, pred: pos, actual: pos GOOD
11533, pred: neg, actual: pos BAD
11534, pred: pos, actual: neg BAD
11535, pred: pos, actual: pos GOOD
11536, pred: pos, actual: pos GOOD
11537, pred: neg, actual: neg GOOD
11538, pred: pos, actual: pos GOOD
11539, pred: pos, actual: pos GOOD
11540, pred: neg, actual: pos BAD
11541, pred: neg, actual: neg GOOD
11542, pred: pos, actual: neg BAD
11543, pred: pos, actual: pos GOOD
11544, pred: pos, actual: neg BAD
11545, pred: neg, actual: neg GOOD
11546, pred: pos, actual: pos GOOD
11547, pred: neg, actual: pos BAD
11548, pred: pos, actual: pos GOOD
11549, pred: pos, actual: pos GOOD
11550, pred: pos, actual: pos GOOD
11551, pred: neg, actual: neg GOOD
11552, pred: neg, actual: neg GOOD
11553, pred: neg, actual: pos BAD
11554, pred: neg, actual: pos BAD
11555, pred: pos, actual: neg BAD
11556, pred: pos, actual: neg BAD
11557, pred: neg, actual: neg GOOD
11558, pred: neg, actual: neg GOOD
11559, pred: pos, actual: pos GOOD
11560, pred: neg, actual: pos BAD
11561, pred: neg, actual: pos BAD
11562, pred: pos, actual: pos GOOD
11563, pred: neg, actual: neg GOOD
11564, pred: neg, actual: neg GOOD
11565, pred: neg, actual: pos BAD
11566, pred: pos, actual: pos GOOD
11567, pred: neg, actual: neg GOOD
11568, pred: neg, actual: pos BAD
11569, pred: neg, actual: neg GOOD
11570, pred: pos, actual: neg BAD
11571, pred: pos, actual: pos GOOD
11572, pred: neg, actual: pos BAD
11573, pred: pos, actual: pos GOOD
11574, pred: pos, actual: pos GOOD
11575, pred: pos, actual: neg BAD
11576, pred: pos, actual: neg BAD
11577, pred: pos, actual: neg BAD
11578, pred: pos, actual: neg BAD
11579, pred: pos, actual: pos GOOD
11580, pred: pos, actual: pos GOOD
11581, pred: neg, actual: pos BAD
11582, pred: pos, actual: pos GOOD
11583, pred: pos, actual: pos GOOD
11584, pred: neg, actual: neg GOOD
11585, pred: neg, actual: neg GOOD
11586, pred: neg, actual: neg GOOD
11587, pred: pos, actual: pos GOOD
11588, pred: neg, actual: neg GOOD
11589, pred: neg, actual: pos BAD
11590, pred: neg, actual: neg GOOD
11591, pred: pos, actual: neg BAD
11592, pred: pos, actual: pos GOOD
11593, pred: pos, actual: neg BAD
11594, pred: neg, actual: neg GOOD
11595, pred: neg, actual: pos BAD
11596, pred: pos, actual: pos GOOD
11597, pred: pos, actual: neg BAD
11598, pred: pos, actual: pos GOOD
11599, pred: pos, actual: neg BAD
11600, pred: neg, actual: pos BAD
11601, pred: pos, actual: neg BAD
11602, pred: neg, actual: pos BAD
11603, pred: pos, actual: pos GOOD
11604, pred: neg, actual: neg GOOD
11605, pred: pos, actual: pos GOOD
11606, pred: neg, actual: neg GOOD
11607, pred: pos, actual: pos GOOD
11608, pred: pos, actual: neg BAD
11609, pred: pos, actual: pos GOOD
11610, pred: neg, actual: neg GOOD
11611, pred: neg, actual: pos BAD
11612, pred: pos, actual: neg BAD
11613, pred: neg, actual: neg GOOD
11614, pred: neg, actual: neg GOOD
11615, pred: neg, actual: pos BAD
11616, pred: pos, actual: pos GOOD
11617, pred: neg, actual: neg GOOD
11618, pred: neg, actual: neg GOOD
11619, pred: pos, actual: neg BAD
11620, pred: pos, actual: pos GOOD
11621, pred: pos, actual: pos GOOD
11622, pred: pos, actual: neg BAD
11623, pred: neg, actual: pos BAD
11624, pred: pos, actual: pos GOOD
11625, pred: pos, actual: neg BAD
11626, pred: pos, actual: pos GOOD
11627, pred: neg, actual: neg GOOD
11628, pred: neg, actual: neg GOOD
11629, pred: pos, actual: pos GOOD
11630, pred: pos, actual: neg BAD
11631, pred: neg, actual: pos BAD
11632, pred: neg, actual: neg GOOD
11633, pred: neg, actual: neg GOOD
11634, pred: neg, actual: pos BAD
11635, pred: neg, actual: pos BAD
11636, pred: pos, actual: neg BAD
11637, pred: neg, actual: neg GOOD
11638, pred: neg, actual: neg GOOD
11639, pred: pos, actual: pos GOOD
11640, pred: pos, actual: pos GOOD
11641, pred: neg, actual: neg GOOD
11642, pred: pos, actual: pos GOOD
11643, pred: pos, actual: pos GOOD
11644, pred: neg, actual: pos BAD
11645, pred: pos, actual: pos GOOD
11646, pred: pos, actual: neg BAD
11647, pred: neg, actual: neg GOOD
11648, pred: neg, actual: neg GOOD
11649, pred: neg, actual: pos BAD
11650, pred: pos, actual: pos GOOD
11651, pred: neg, actual: pos BAD
11652, pred: pos, actual: pos GOOD
11653, pred: pos, actual: pos GOOD
11654, pred: pos, actual: pos GOOD
11655, pred: pos, actual: neg BAD
11656, pred: pos, actual: pos GOOD
11657, pred: neg, actual: neg GOOD
11658, pred: pos, actual: pos GOOD
11659, pred: neg, actual: pos BAD
11660, pred: neg, actual: neg GOOD
11661, pred: neg, actual: neg GOOD
11662, pred: pos, actual: pos GOOD
11663, pred: neg, actual: pos BAD
11664, pred: neg, actual: pos BAD
11665, pred: pos, actual: pos GOOD
11666, pred: pos, actual: neg BAD
11667, pred: neg, actual: neg GOOD
11668, pred: pos, actual: pos GOOD
11669, pred: pos, actual: neg BAD
11670, pred: pos, actual: pos GOOD
11671, pred: pos, actual: pos GOOD
11672, pred: neg, actual: neg GOOD
11673, pred: pos, actual: pos GOOD
11674, pred: pos, actual: neg BAD
11675, pred: neg, actual: neg GOOD
11676, pred: pos, actual: pos GOOD
11677, pred: pos, actual: neg BAD
11678, pred: neg, actual: neg GOOD
11679, pred: pos, actual: pos GOOD
11680, pred: pos, actual: neg BAD
11681, pred: pos, actual: pos GOOD
11682, pred: neg, actual: neg GOOD
11683, pred: neg, actual: neg GOOD
11684, pred: neg, actual: neg GOOD
11685, pred: neg, actual: pos BAD
11686, pred: pos, actual: pos GOOD
11687, pred: pos, actual: pos GOOD
11688, pred: neg, actual: pos BAD
11689, pred: neg, actual: neg GOOD
11690, pred: pos, actual: pos GOOD
11691, pred: pos, actual: pos GOOD
11692, pred: pos, actual: pos GOOD
11693, pred: pos, actual: pos GOOD
11694, pred: neg, actual: pos BAD
11695, pred: neg, actual: pos BAD
11696, pred: neg, actual: pos BAD
11697, pred: pos, actual: neg BAD
11698, pred: pos, actual: neg BAD
11699, pred: neg, actual: neg GOOD
11700, pred: neg, actual: neg GOOD
11701, pred: pos, actual: pos GOOD
11702, pred: pos, actual: pos GOOD
11703, pred: pos, actual: pos GOOD
11704, pred: pos, actual: pos GOOD
11705, pred: pos, actual: pos GOOD
11706, pred: neg, actual: neg GOOD
11707, pred: pos, actual: neg BAD
11708, pred: neg, actual: pos BAD
11709, pred: pos, actual: pos GOOD
11710, pred: pos, actual: pos GOOD
11711, pred: pos, actual: pos GOOD
11712, pred: pos, actual: pos GOOD
11713, pred: pos, actual: pos GOOD
11714, pred: neg, actual: pos BAD
11715, pred: pos, actual: pos GOOD
11716, pred: neg, actual: neg GOOD
11717, pred: neg, actual: neg GOOD
11718, pred: neg, actual: neg GOOD
11719, pred: pos, actual: pos GOOD
11720, pred: neg, actual: pos BAD
11721, pred: pos, actual: neg BAD
11722, pred: pos, actual: pos GOOD
11723, pred: neg, actual: neg GOOD
11724, pred: neg, actual: pos BAD
11725, pred: neg, actual: neg GOOD
11726, pred: neg, actual: pos BAD
11727, pred: pos, actual: pos GOOD
11728, pred: neg, actual: neg GOOD
11729, pred: neg, actual: neg GOOD
11730, pred: pos, actual: neg BAD
11731, pred: neg, actual: neg GOOD
11732, pred: neg, actual: neg GOOD
11733, pred: pos, actual: pos GOOD
11734, pred: pos, actual: neg BAD
11735, pred: pos, actual: pos GOOD
11736, pred: pos, actual: neg BAD
11737, pred: neg, actual: neg GOOD
11738, pred: pos, actual: neg BAD
11739, pred: pos, actual: pos GOOD
11740, pred: neg, actual: neg GOOD
11741, pred: neg, actual: neg GOOD
11742, pred: pos, actual: pos GOOD
11743, pred: pos, actual: pos GOOD
11744, pred: neg, actual: neg GOOD
11745, pred: neg, actual: neg GOOD
11746, pred: pos, actual: pos GOOD
11747, pred: neg, actual: neg GOOD
11748, pred: pos, actual: pos GOOD
11749, pred: neg, actual: neg GOOD
11750, pred: pos, actual: pos GOOD
11751, pred: neg, actual: neg GOOD
11752, pred: neg, actual: pos BAD
11753, pred: pos, actual: pos GOOD
11754, pred: neg, actual: neg GOOD
11755, pred: pos, actual: neg BAD
11756, pred: neg, actual: neg GOOD
11757, pred: neg, actual: neg GOOD
11758, pred: pos, actual: pos GOOD
11759, pred: neg, actual: neg GOOD
11760, pred: pos, actual: neg BAD
11761, pred: neg, actual: neg GOOD
11762, pred: neg, actual: neg GOOD
11763, pred: pos, actual: pos GOOD
11764, pred: pos, actual: pos GOOD
11765, pred: neg, actual: neg GOOD
11766, pred: pos, actual: neg BAD
11767, pred: pos, actual: pos GOOD
11768, pred: pos, actual: pos GOOD
11769, pred: pos, actual: pos GOOD
11770, pred: neg, actual: neg GOOD
11771, pred: pos, actual: pos GOOD
